Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Love Burguer’s,RESTAURANT,Lanches,3.36,4.1,40,false,false,false,false,10, 18.551.841/0001-52,VOLTA REDONDA,998658783,27285250,Voldac,Rua Sebastiana Tambasco,158,-22.492654,-44.092741,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00
Sushi Tsuru,RESTAURANT,Comida Japonesa,2.42,4.8,55,false,false,true,false,0, 39.780.715/0001-40,VOLTA REDONDA,981451247,27273305,Siderlândia,Rua Araruama,302,-22.518045,-44.136513,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,18:30:00 - 23:59:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00
Pizza Forno & Burguer,RESTAURANT,Pizza,2.36,3.7,124,false,false,false,false,25, 40.829.280/0001-60,VOLTA REDONDA,30269906,27281421,Retiro,Avenida Sávio Cota De Almeida Gama,1224,-22.494811,-44.102117,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00
Esfiharia E Calzoneria Don Giovanni,RESTAURANT,Lanches,0.73,4.8,43,false,false,false,false,20, 34.321.991/0001-26,VOLTA REDONDA,974013488,27275040,Retiro,Avenida Antônio De Almeida,981,-22.500696,-44.117714,15:30:00 - 23:30:00,15:30:00 - 23:30:00,15:30:00 - 23:30:00,15:30:00 - 23:30:00,15:30:00 - 23:30:00,16:30:00 - 23:30:00,
Folgado’s Hamburgueria,RESTAURANT,Lanches,2.82,4.8,28,false,false,false,false,10, 25.030.962/0001-14,Volta Redonda,999379403,27273510,Siderlândia,Rua Cabo Frio,140,-22.520702,-44.139387,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00
Milkshake E Companhia 1,RESTAURANT,Açaí,3.21,4.8,34,false,false,true,false,15, 15.833.006/0001-17,VOLTA REDONDA,988671365,27267150,Ponte Alta,Rua Manchester,1051,-22.527243,-44.132694,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,13:30:00 - 23:00:00
"Rei Das Pizzas, Esfirras E Calzones",RESTAURANT,Pizza,2.68,4.9,106,false,false,true,false,30, 34.035.521/0001-04,VOLTA REDONDA,35700798,27281010,Vila Mury,Adalberto Nunes,852,-22.499665,-44.098507,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,11:00:00 - 23:30:00
Lanche Da Praça,RESTAURANT,Lanches,2.65,4.7,64,false,false,false,false,12, 38.482.698/0001-00,VOLTA REDONDA,981612066,27273240,Padre Josino,Rua A,842,-22.515068,-44.143959,17:45:00 - 23:30:00,17:45:00 - 23:30:00,17:45:00 - 23:30:00,17:45:00 - 23:30:00,17:45:00 - 23:30:00,17:45:00 - 23:30:00,17:45:00 - 23:30:00
Maias Pizzaria,RESTAURANT,Pizza,0.95,4.8,30,false,false,false,false,30, 20.250.794/0001-59,VOLTA REDONDA,33398515,27275405,Jardim Cidade Do Aço,Rua Frei Caneca,185,-22.506931,-44.120439,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,17:30:00 - 23:45:00,18:00:00 - 23:45:00
Urbana Pizzaria Quadrada Volta Redonda,RESTAURANT,Pizza,3.54,4.8,34,false,false,false,false,30, 42.287.773/0001-40,VOLTA REDONDA,30263152,27213260,Aterrado,Avenida Oscar De Almeida Gama,200,-22.506317,-44.090992,,17:30:00 - 23:00:00,17:30:00 - 23:00:00,17:30:00 - 23:00:00,17:30:00 - 23:00:00,17:30:00 - 23:00:00,17:30:00 - 23:00:00
Churrasco Do Gaúcho,RESTAURANT,Gaúcha,5.74,4.5,51,false,false,false,false,0, 30.740.578/0001-45,VOLTA REDONDA,980374952,27257040,Sideropolis,Seiscentos E Quarenta E Cinco,105,-22.536012,-44.085223,08:00:00 - 15:00:00,08:00:00 - 15:00:00,17:00:00 - 23:45:00,08:00:00 - 15:00:00,17:00:00 - 23:45:00,08:00:00 - 15:00:00,10:30:00 - 23:45:00
Paulo Do Peixe,RESTAURANT,Comida Brasileira,4.12,4.5,24,false,false,false,false,0, 03.758.684/0001-83,VOLTA REDONDA,33433012,27253120,Monte Castelo,R Professor Maurilio Gomes Da Silveira,188,-22.519866,-44.091266,18:00:00 - 23:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Casa Da Costela,RESTAURANT,Comida Brasileira,4.03,4.2,82,false,false,false,false,18, 37.102.734/0001-91,VOLTA REDONDA,30264157,27253110,São João,Rua Marcílio Dias,249,-22.518306,-44.091182,10:00:00 - 15:00:00,10:00:00 - 15:00:00,10:00:00 - 15:00:00,10:00:00 - 15:00:00,10:00:00 - 15:00:00,10:00:00 - 15:00:00,10:00:00 - 15:00:00
Bagnoffee,RESTAURANT,Doces & Bolos,2.84,4.8,72,true,false,false,true,10, 36.633.502/0001-05,VOLTA REDONDA,40032665,27260280,Vila Santa Cecília,Rua Vinte E Um,44,-22.519777,-44.108097,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,12:15:00 - 23:59:00
Restaurante Jambalaia,RESTAURANT,Frutos do Mar,4.2,4.7,26,false,false,false,false,50, 05.782.022/0001-74,VOLTA REDONDA,30264661,27253030,Monte Castelo,Rua Dom Luiz De Vasconcelos,174,-22.519909,-44.090361,,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,10:45:00 - 14:30:00
Esfirraria,RESTAURANT,Comida Árabe,2.55,4.7,51,false,false,true,false,30, 34.035.521/0001-04,VOLTA REDONDA,30291212,27281380,Limoeiro,Rua Vereador Aristídes Martins Silva,52,-22.497359,-44.099893,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,11:00:00 - 23:30:00
Vapt-vupt Pizzas,RESTAURANT,Pizza,3.56,4.9,65,false,false,false,false,35, 41.718.702/0001-92,VOLTA REDONDA,992353113,27215562,Aterrado,Rua Segundo-sargento Jaime Pantaleão De Morais,122,-22.504336,-44.090424,,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00
Jkf Lanches E Pizzas,RESTAURANT,Pizza,2.12,4.8,50,false,false,true,false,10, 16.754.994/0001-71,VOLTA REDONDA,33412428,27273340,Siderlandia,Rua 05,133,-22.51657,-44.133424,,18:45:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:59:00,18:15:00 - 23:59:00,18:00:00 - 23:59:00,18:15:00 - 23:45:00
Mamute Hamburgueria,RESTAURANT,Hambúrguer,3.07,4.9,34,false,false,false,false,0, 15.142.868/0001-01,VOLTA REDONDA,33429204,27273525,Siderlândia,Rua Casimiro De Abreu,175,-22.523099,-44.139863,,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,00:00:00 - 01:30:00
Pizzaria Se Pá Pizzas,RESTAURANT,Pizza,3.44,4.7,66,false,false,false,false,20, 30.711.868/0001-60,VOLTA REDONDA,999229977,27213320,Aterrado,Vereador Luiz Da Fonseca Guimaraes,227,-22.509639,-44.093046,,18:45:00 - 23:00:00,18:45:00 - 23:00:00,18:45:00 - 23:00:00,18:45:00 - 23:59:00,18:45:00 - 23:59:00,18:45:00 - 23:00:00
O Burguês - Burger Volta Redonda,RESTAURANT,Lanches,3.46,4.8,103,false,false,false,false,30, 45.901.145/0001-00,VOLTA REDONDA,32121265,27213200,Aterrado,Av. Dezessete De Julho,82,-22.507226,-44.092115,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00
Sapore - Cozinha Italiana,RESTAURANT,Comida Italiana,2.75,4.8,49,false,false,true,false,26, 34.035.521/0001-04,VOLTA REDONDA,999303702,27283775,Niterói,Avenida Almirante De Adalberto De Barros Nunes,864,-22.499874,-44.097915,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,11:00:00 - 23:30:00
Asa Lanches,RESTAURANT,Lanches,4.33,4.7,43,false,false,false,false,0, 11.730.179/0001-59,VOLTA REDONDA,32120451,27211000,Parque Das Ilhas,Rua A,250,-22.490388,-44.083583,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
Mc Silva Lanches,RESTAURANT,Lanches,4.23,4.7,60,false,false,false,false,21, 45.268.636/0001-57,VOLTA REDONDA,33486336,27253050,Monte Castelo,Rua Doutor Paulo Monteiro Mendes,77,-22.521134,-44.090841,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00
Rei Do Salgado - Santo Agostinho,RESTAURANT,Comida Brasileira,5.33,4.4,56,false,false,false,false,20, 24.552.514/0001-18,VOLTA REDONDA,999356322,27211670,Volta Grande 3,Rua Mil E Quarenta E Três,37,-22.485118,-44.075031,15:00:00 - 23:00:00,15:00:00 - 23:15:00,15:00:00 - 23:00:00,15:00:00 - 23:15:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:15:00
Paulo Do Peixe,RESTAURANT,Comida Japonesa,4.19,4.6,10,false,false,false,false,0, 13.735.697/0001-90,VOLTA REDONDA,33508753,27253120,Monte Castelo,R Professor Maurilio Gomes Da Silveira,188,-22.52038,-44.090757,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Toca - Burger E  Hot Dog's Especiais,RESTAURANT,Lanches,3.74,4.5,13,false,false,false,false,15, 24.972.620/0001-50,VOLTA REDONDA,33467543,27253250,São João,Rua Desembargador Tolêdo Piza,143,-22.516275,-44.093239,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00
Chicken In House - Volta Redonda,RESTAURANT,Lanches,3.43,4.6,32,false,false,false,false,30, 26.573.150/0001-88,VOLTA REDONDA,999450013,27260315,Vila Santa Cecilia,Rua Brás Magaldi Fernandes,180,-22.523872,-44.104349,18:15:00 - 23:45:00,18:15:00 - 23:45:00,18:15:00 - 23:45:00,18:15:00 - 23:45:00,18:15:00 - 23:45:00,18:15:00 - 23:45:00,18:15:00 - 23:45:00
Aka Poke,RESTAURANT,Comida Brasileira,2.89,4.6,25,false,false,false,false,20, 30.986.757/0001-67,VOLTA REDONDA,30265061,27260380,Vila Santa Cecília,Rua Dezoito-a,66,-22.51852,-44.105679,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Esquina Grill Marmitaria,RESTAURANT,Comida Brasileira,1.28,4.2,54,false,false,false,false,20, 20.851.764/0001-06,VOLTA REDONDA,32120747,27275262,Retiro,Av Retiro,2497,-22.501298,-44.11235,,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,11:30:00 - 15:30:00
La Bella Pizza,RESTAURANT,Pizza,2.72,4.6,17,false,false,false,false,29, 38.215.256/0002-70,VOLTA REDONDA,999241231,27262011,Conforto,Rua Nossa Senhora Da Conceição,95,-22.5232,-44.118719,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
Dogaço Primer,RESTAURANT,Lanches,1.47,4.3,25,false,false,false,false,5, 43.457.261/0001-48,VOLTA REDONDA,998334391,27275250,Retiro,Avenida Comércio,88,-22.502377,-44.110697,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,
Mm Lanches,RESTAURANT,Lanches,1.02,4.8,46,false,false,false,false,10, 24.401.563/0001-50,VOLTA REDONDA,998528677,27278190,Belo Horizonte,Rua Central,112,-22.490245,-44.122483,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,
Esquina Grill Lanches,RESTAURANT,Lanches,1.28,4.6,20,false,false,false,false,20, 20.851.764/0001-06,VOLTA REDONDA,32120747,27275262,Retiro,Av Retiro,2497,-22.501298,-44.11235,,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00
Deck Massas,RESTAURANT,Pizza,1.86,5,4,false,true,false,false,20, 45.111.387/0001-91,VOLTA REDONDA,999448494,27274205,Belmonte,Avenida Pelotas,227,-22.511398,-44.137105,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00
Bebidas Express,RESTAURANT,Bebidas,2.9,5,2,false,true,false,false,25, 31.618.871/0001-05,VOLTA REDONDA,999166621,27263320,Conforto,Rua Duzentos E Trinta,225,-22.525457,-44.125267,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00
Deck Pizzaria Churrascaria Salgados,RESTAURANT,Cozinha Rápida,1.87,4.6,119,false,false,true,false,30, 25.990.028/0001-44,VOLTA REDONDA,999448494,27274205,Belmonte,Avenida Pelotas,227,-22.511359,-44.137244,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00
Calumma Pub,RESTAURANT,Comida Brasileira,3.3,4.6,14,false,false,true,false,23, 05.134.970/0001-01,VOLTA REDONDA,33428261,27259350,Vila Santa Cecília,"Rua 33, N. 120, Vila Santa Cecilia",120,-22.521473,-44.103287,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,17:00:00 - 23:00:00
Buonna Massas Artesanais,RESTAURANT,Comida Italiana,4.56,4.9,29,false,false,true,false,19, 23.796.731/0001-90,VOLTA REDONDA,33374240,27253660,São Geraldo,Rua Tenente Antônio João,173,-22.517799,-44.085037,14:45:00 - 23:45:00,14:45:00 - 23:45:00,14:45:00 - 23:45:00,14:45:00 - 23:45:00,14:45:00 - 23:45:00,18:15:00 - 23:45:00,
Ponto Do Lanche,RESTAURANT,Lanches,1.7,4.7,7,false,false,true,false,10, 20.062.983/0001-06,VOLTA REDONDA,33467130,27281346,Bom Jesus,Av Waldir Sobreira Pires,317,-22.494841,-44.108801,,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
Pizzaria Do Gaúcho,RESTAURANT,Pizza,2.6,5,17,false,false,true,false,27, 37.821.617/0001-88,VOLTA REDONDA,32123999,27265060,Conforto,Avenida Nossa Senhora Da Conceição,67,-22.522284,-44.119497,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
ÕSama Sushi,RESTAURANT,Comida Japonesa,2.75,4.7,5,false,false,true,false,20, 37.355.182/0001-23,VOLTA REDONDA,993094242,27273050,Siderlândia,Rua Paraíba Do Sul,120,-22.520855,-44.13784,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,
Prime Burguer,RESTAURANT,Lanches,2.24,5,21,false,false,true,false,0, 43.742.779/0001-23,VOLTA REDONDA,999492284,27281670,Vila Mury,Avenida Pastor César Dacorso Filho,496,-22.499486,-44.102832,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00
Sandubão Hamburgueria,RESTAURANT,Lanches,5.05,4.5,103,false,false,false,false,10, 31.801.416/0001-32,VOLTA REDONDA,999400828,27211810,Volta Grande 3,Rua 1031,21,-22.482902,-44.078827,00:30:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00
Casão Lanches,RESTAURANT,Lanches,6.79,4.5,67,false,false,false,false,20, 30.163.634/0001-26,VOLTA REDONDA,999574266,27258340,Jardim Tiradentes,Rua 829,21,-22.538597,-44.073923,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
Brabo's Hamburgueria,RESTAURANT,Lanches,4.61,4.2,298,false,false,false,false,12, 33.518.076/0001-62,Volta Redonda,992662651,27211,Santo Agostinho,Rua João Do Prado,199,-22.491539,-44.080562,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00
Imperial Burguer,RESTAURANT,Lanches,3.11,4.6,175,false,false,false,false,13, 43.021.159/0001-03,VOLTA REDONDA,993166395,27215390,Nossa Senhora Das Gracas,Rua Quinhentos E Sessenta E Seis,99,-22.504256,-44.09489,00:00:00 - 04:15:00,00:00:00 - 04:15:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:15:00,00:00:00 - 04:15:00
Snack Na Mão,RESTAURANT,Lanches,5.17,4.1,57,false,false,false,false,10, 38.191.137/0001-43,VOLTA REDONDA,999235518,27212170,Vila Americana,Rua Porto Rico,126,-22.496871,-44.074388,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00
Araújos Lanches E Grill,RESTAURANT,Lanches,6.35,3.9,50,false,false,false,false,15, 33.891.559/0001-08,RESENDE,999419634,27258020,Jardim Belvedere,R Romeu Da Costa Vieira,135,-22.531004,-44.073174,06:00:00 - 14:45:00,06:00:00 - 14:45:00,06:00:00 - 14:45:00,06:00:00 - 14:45:00,06:00:00 - 14:45:00,06:00:00 - 14:45:00,06:00:00 - 14:45:00
Leandro's Lanches,RESTAURANT,Lanches,2.83,4.1,99,false,false,false,false,15, 34.183.398/0001-60,Volta Redonda,992200187,27273680,Jardim Padre Josimo Tavares,Rua 15,491,-22.51427,-44.146807,18:00:00 - 23:30:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00
Lucky's Burguer Sob Nova Direção,RESTAURANT,Lanches,3.9,4.8,106,true,false,false,true,10, 39.448.007/0001-06,VOLTA REDONDA,981452521,27285660,Barreira Cravo,Rua Dois,101,-22.494602,-44.086988,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
El Toro Premium Burgers,RESTAURANT,Lanches,3.69,3.8,11,false,false,false,false,0, 22.308.303/0001-09,VOLTA REDONDA,33427694,27253360,Centro,Rua São João,107,-22.513708,-44.092308,,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
The Planet Burger,RESTAURANT,Lanches,3.47,4.8,44,false,false,false,false,20, 42.480.561/0001-85,VOLTA REDONDA,998340973,27213200,Aterrado,Avenida Dezessete De Julho,84,-22.507237,-44.092,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00
Sabor Mineiro Restaurante E Pizzaria,RESTAURANT,Pizza,5.45,4.3,27,false,false,false,false,13, 37.165.797/0001-97,VOLTA REDONDA,999613376,27250005,ÁGua Limpa,Rua Eloy Pereira Pimentel,93,-22.503958,-44.07183,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,
Kotei Japonês,RESTAURANT,Comida Japonesa,4.27,4.4,36,false,false,false,false,10, 23.732.364/0001-61,VOLTA REDONDA,32122353,27253160,Monte Castelo,R Sao Sebastiao,117,-22.519491,-44.089211,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,17:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,13:00:00 - 15:00:00
Mixtureba,RESTAURANT,Lanches,5.04,4.4,28,false,false,false,false,10, 13.634.270/0001-04,BARRA MANSA,981239667,27335270,Nove De Abril,Rua Lacyr Schettino,85,-22.543662,-44.114092,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,
Pao Com Linguiça,RESTAURANT,Pizza,3.8,4.6,15,false,false,false,false,10, 10.714.415/0001-80,VOLTA REDONDA,33495418,27267522,Ponte Alta,Rua Oslo,338,-22.532796,-44.132526,18:00:00 - 23:00:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00
Hambúrgueria Mimo De Mãe,RESTAURANT,Lanches,3.31,4.8,40,false,false,false,false,12, 31.030.011/0001-48,VOLTA REDONDA,999897109,27285250,Voldac,Rua Sebastiana Tambasco,181,-22.492474,-44.093228,00:00:00 - 03:15:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,00:00:00 - 02:30:00,00:00:00 - 03:15:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00
Sabor Brasileiro,RESTAURANT,Comida Brasileira,5.74,4.1,43,false,false,false,false,10, 30.740.578/0001-45,VOLTA REDONDA,980374952,27257040,Sideropolis,Rua Seiscentos E Quarenta E Cinco,113,-22.536265,-44.085519,17:00:00 - 23:45:00,09:00:00 - 15:00:00,17:00:00 - 23:45:00,17:00:00 - 23:45:00,17:00:00 - 23:45:00,17:00:00 - 23:45:00,09:00:00 - 23:00:00
Catiguria Lanches,RESTAURANT,Lanches,0.84,0,0,false,false,false,false,0, 17.250.271/0001-06,VOLTA REDONDA,33398547,27275410,Jardim Cidade Do Aco,R Frei Fabiano Cristo,13,-22.504785,-44.119023,18:00:00 - 23:59:00,17:30:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
Tinani's Burguer,RESTAURANT,Lanches,5,3.9,14,false,false,false,false,20, 37.099.478/0001-20,VOLTA REDONDA,30252854,27211600,Volta Grande,Avenida Mil E Cinqüenta,153,-22.486771,-44.077881,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00
Asgard Burguer,RESTAURANT,Lanches,6.63,4.3,22,false,false,false,false,10, 41.720.639/0001-29,VOLTA REDONDA,998124113,27258170,Jardim Belvedere,Rua Bouganville,20,-22.53438,-44.072406,19:00:00 - 23:59:00,19:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
El Guapo Burrito Shop,RESTAURANT,Lanches,7.45,4.9,29,false,false,true,false,15, 40.246.705/0001-08,VOLTA REDONDA,998457887,27258260,Jardim Belvedere,Av. Gercio Bernardo Nunes,99,-22.53568,-44.063703,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,
Brothers Burger,RESTAURANT,Lanches,0.05,4,45,false,false,false,false,18, 35.963.046/0001-90,VOLTA REDONDA,999628924,27277093,Retiro,Rua Antônio Gomes Da Costa,58,-22.49954,-44.124217,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,17:00:00 - 23:45:00,17:00:00 - 23:45:00,17:00:00 - 23:45:00
Burguer Fast,RESTAURANT,Lanches,2.31,4.6,73,false,false,false,false,15, 39.524.528/0001-03,VOLTA REDONDA,999859129,27281040,Vila Mury,Rua Madame Cúrie,117,-22.501674,-44.102275,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00
Alianca Volta Redonda,RESTAURANT,Conveniência,2.6,4.9,17,true,false,false,true,10, 14.498.731/0001-13,VOLTA REDONDA,40032665,27260050,Vila Santa Cecília,Rua Vinte E Três,8,-22.517383,-44.108504,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00
Mestre Dos Salgados,RESTAURANT,Salgados,3.35,4.6,39,false,false,false,false,10, 37.924.657/0001-55,VOLTA REDONDA,998752485,27285250,Voldac,Rua Sebastiana Tambasco,146,-22.492753,-44.092819,18:00:00 - 23:15:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00
