Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Steak Burguer,RESTAURANT,Lanches,3.79,5.0,1,false,false,false,false,0,41377330000188,VOLTA REDONDA,998446035,27256711,Sessenta,Rua Sessenta,1170,-22.523529,-44.098617,,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Sobremesas Do Méqui (Vre),RESTAURANT,Sorvetes,2.66,4.7,19,true,false,false,true,20,02922293000270,VOLTA REDONDA,40030053,27260015,Vila Santa Cecilia,Rua 14,500,-22.517952,-44.108398,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
Delicias Na Panela,RESTAURANT,Comida Brasileira,4.33,4.5,11,false,false,false,false,15,44447485000131,BARRA MANSA,998521906,27333370,Recanto Do Sol,Rua Dois,115,-22.5379,-44.130851,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 17:30:00
Chickens Do Méqui (Vre),RESTAURANT,Frangos,2.66,4.4,10,true,false,false,true,20,02922293000270,VOLTA REDONDA,40030053,27260015,Vila Santa Cecilia,Rua 14,500,-22.517952,-44.108398,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00
Dalu Bolos E Cia,RESTAURANT,Cozinha Rápida,3.16,0.0,0,true,true,false,true,20,12147859000107,VOLTA REDONDA,981527816,27263630,Eucaliptal,Rua Olavo Bilac,425,-22.526858,-44.11692,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00
Master Burguer Delivery,RESTAURANT,Comida Brasileira,4.16,0.0,0,false,true,false,false,15,37658609000162,VOLTA REDONDA,998320351,27211332,Santo Agostinho,Rua Darcy Ribeiro,28,-22.48775,-44.086147,11:00:00 - 14:30:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,
Sabor Dos Valentes,RESTAURANT,Marmita,4.12,0.0,0,true,true,false,true,20,41121440000184,VOLTA REDONDA,40032665,27211332,Santo Agostinho,Rua Darcy Ribeiro,37,-22.487353,-44.086615,15:00:00 - 20:00:00,15:00:00 - 20:00:00,10:00:00 - 15:00:00,10:00:00 - 15:00:00,15:00:00 - 17:30:00,10:00:00 - 15:00:00,
Massa Show,RESTAURANT,Comida Saudável,8.54,0.0,0,false,true,false,false,30,28888977000106,BARRA MANSA,999035152,27325540,Getúlio Vargas,Travessa Duarte,299,-22.549602,-44.187448,08:00:00 - 16:00:00,08:00:00 - 16:00:00,08:00:00 - 16:00:00,08:00:00 - 16:00:00,08:00:00 - 16:00:00,,
Sorveteria Açaí Show,RESTAURANT,Açaí,3.28,5.0,2,true,true,false,true,10,44695069000152,VOLTA REDONDA,992072877,27273650,Belmonte,Avenida Santa Rosa,280,-22.525791,-44.13873,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00
L.a Massas Artesanais,RESTAURANT,Comida Italiana,6.75,0.0,0,true,true,false,true,10,36109435000116,BARRA MANSA,40032665,27330330,Centro,Travessa Isaías,63,-22.549072,-44.162357,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,14:00:00 - 22:00:00,18:00:00 - 23:00:00
Karamello,RESTAURANT,Doces & Bolos,3.62,5.0,3,true,true,false,true,10,44768464000118,VOLTA REDONDA,40032665,27261200,Vila Santa Cecília,Rua 93-a,196,-22.527233,-44.106433,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00
Lorena Pizza's,RESTAURANT,Comida Italiana,5.85,0.0,0,true,true,false,true,20,45573124000102,VOLTA REDONDA,40032665,27250370,ÁGua Limpa,Rua Estácio De Sá,86,-22.509699,-44.068842,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
Cosechas Shopping Park Sul,RESTAURANT,Bebidas,5.42,4.5,3,true,true,false,true,10,42509040000294,VOLTA REDONDA,992150074,27258000,Jardim Belvedere,Rodovia Dos Metalúrgicos,1189,-22.522546,-44.078298,10:00:00 - 21:30:00,10:00:00 - 21:30:00,10:00:00 - 21:30:00,10:00:00 - 21:30:00,10:00:00 - 21:30:00,10:00:00 - 21:30:00,12:00:00 - 21:30:00
Fazendinha Flores,RESTAURANT,Doces & Bolos,2.74,0.0,0,false,true,false,false,10,46724149000114,VOLTA REDONDA,40032665,27260140,Vila Santa Cecília,Rua 14,315,-22.518295,-44.107616,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 17:00:00,
Sabores Do Nono,RESTAURANT,Comida Brasileira,6.36,0.0,0,true,true,false,true,20,46331326000100,BARRA MANSA,999658087,27323010,Ano Bom,Rua Imprensa,80,-22.537775,-44.170451,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 15:00:00,
Kwaii Doces,RESTAURANT,Açaí,6.75,0.0,0,true,true,false,true,10,46887604000100,BARRA MANSA,40030053,27321440,Vila Coringa,Rua Biajone,455,-22.533232,-44.179019,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
A Saideira Bebidas,RESTAURANT,Bebidas,2.76,4.9,67,true,false,false,true,20,43990856000164,VOLTA REDONDA,40032665,27265435,Conforto,Rua Dois,351,-22.523981,-44.127894,17:00:00 - 23:59:00,11:00:00 - 23:59:00,17:00:00 - 23:59:00,17:00:00 - 23:59:00,17:00:00 - 23:59:00,14:00:00 - 23:59:00,14:00:00 - 23:59:00
The Sauce Chicken,RESTAURANT,Lanches,3.49,4.9,69,false,false,true,false,25,39393697000143,VOLTA REDONDA,40032665,27213200,Aterrado,Avenida Dezessete De Julho,511,-22.503426,-44.090962,,,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
Incrível Sabor,RESTAURANT,Lanches,1,4.9,89,false,false,false,false,17,40751113000143,VOLTA REDONDA,998706121,27276650,Retiro,Praça Cafezal,83,-22.5024,-44.133716,17:45:00 - 23:00:00,,17:45:00 - 23:15:00,17:45:00 - 23:15:00,17:45:00 - 23:45:00,17:45:00 - 23:45:00,17:45:00 - 23:45:00
To Chegando,RESTAURANT,Comida Brasileira,1.93,4.8,123,false,false,false,false,16,19171880000197,VOLTA REDONDA,998166894,27281830,Bom Jesus,Rua Cabo Verde,85,-22.496628,-44.106038,10:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,10:45:00 - 14:00:00,10:45:00 - 14:15:00,10:45:00 - 14:15:00
Esquina Da Pizza E Batata Recheada,RESTAURANT,Pizza,6.42,4.7,109,false,false,false,false,23,34869345000106,BARRA MANSA,30293231,27323630,Ano Bom,Rua José Maria De Mello Costa,103,-22.541244,-44.167572,00:00:00 - 02:30:00,00:00:00 - 02:30:00,00:00:00 - 02:30:00,00:00:00 - 02:45:00,00:00:00 - 02:30:00,00:00:00 - 02:30:00,00:00:00 - 02:30:00
Doce Bru Confeitaria Artesanal,RESTAURANT,Doces & Bolos,6.04,4.7,7,false,false,false,false,10,30235968000168,BARRA MANSA,981752270,27323450,Ano Bom,Rua Orlando Brandão,623,-22.539234,-44.164579,21:00:00 - 22:00:00,20:30:00 - 22:00:00,20:30:00 - 22:00:00,08:00:00 - 08:15:00,08:00:00 - 08:15:00,08:00:00 - 08:30:00,08:15:00 - 08:30:00
Tempero Cheff,RESTAURANT,Comida Brasileira,7.17,4.6,127,false,false,false,false,8,27564039000198,VOLTA REDONDA,30264040,27258260,Cidade Nova,Rua Gercio Bernardo Nunes,28,-22.535413,-44.066787,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,
Mix Grill Aterrado,RESTAURANT,Comida Brasileira,3.7,4.2,6,false,false,false,false,19,00918819000485,VOLTA REDONDA,998763516,27253450,Centro,Rua Major Aguiar,94,-22.51248,-44.091525,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00
Mix Grill Centro,RESTAURANT,Comida Brasileira,3.7,4.0,7,false,false,false,false,15,00918819000132,VOLTA REDONDA,998763516,27253240,Sao Joao,R Major Aguiar,90,-22.512444,-44.091533,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00
Damari Doceria Presentes,RESTAURANT,Presentes,3.58,0.0,0,true,true,false,true,20,35193969000100,VOLTA REDONDA,999825256,27213230,Aterrado,Rua José Augusto De Araújo,285,-22.509576,-44.091624,,,11:00:00 - 21:00:00,13:00:00 - 21:00:00,09:30:00 - 21:00:00,10:00:00 - 21:00:00,11:00:00 - 14:00:00
Casa Do Assado,RESTAURANT,Carnes,6.05,3.5,67,false,false,false,false,9,37777416000120,VOLTA REDONDA,997049557,27286440,São Luís,Avenida Francisco Chrisostomos Torres,1090,-22.477168,-44.070821,07:00:00 - 17:00:00,07:00:00 - 17:00:00,07:00:00 - 17:00:00,07:00:00 - 17:00:00,07:00:00 - 23:00:00,07:00:00 - 17:30:00,07:00:00 - 23:00:00
Academia Do Salgado,RESTAURANT,Comida Brasileira,1.95,0.0,0,false,false,false,false,10,27414928000179,VOLTA REDONDA,998510252,27281470,Vila Mury,Avenida Pará,375,-22.500161,-44.105681,,18:30:00 - 23:00:00,18:30:00 - 23:15:00,18:30:00 - 23:15:00,18:30:00 - 23:15:00,18:30:00 - 23:15:00,18:30:00 - 23:30:00
Restaurante Dona Benta,RESTAURANT,Comida Brasileira,1.68,0.0,0,false,false,false,false,0,19437010000117,VOLTA REDONDA,33388941,27281370,Retiro,Rua Sagres,46,-22.498807,-44.108259,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,10:15:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:00:00
Mag's Low Carb Marmitinhas,RESTAURANT,Marmita,5.08,0.0,0,true,false,false,true,20,11927037000186,VOLTA REDONDA,40030053,27250400,Jardim Amalia,Rua Fernao De Magalhaes,22,-22.506251,-44.075795,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,
Palhas Da Nani,RESTAURANT,Doces & Bolos,2.04,0.0,0,true,false,false,true,20,34965577000150,VOLTA REDONDA,999545022,27281830,Vila Mury,Avenida Treze De Maio,85,-22.495995,-44.105067,15:00:00 - 18:00:00,10:00:00 - 20:00:00,11:00:00 - 21:00:00,11:00:00 - 21:00:00,11:00:00 - 21:00:00,11:00:00 - 21:00:00,11:30:00 - 20:00:00
Jp'g Delivery Barra Mansa,RESTAURANT,Lanches,6.54,0.0,0,false,false,false,false,0,14829382000175,BARRA MANSA,988353432,27323240,Ano Bom,Avenida Tenente José Eduardo,20,-22.54102,-44.169509,,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,,
Luizinho Lanches,RESTAURANT,Lanches,6.21,5.0,1,false,false,false,false,0,24955629000153,Volta Redonda,33502425,27250250,ÁGua Limpa,Avenida Visconde Do Rio Branco,330,-22.50504,-44.064529,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,
Planeta Pizza,RESTAURANT,Pizza,5.81,5.0,4,false,false,false,false,20,07943929000101,VOLTA REDONDA,33413158,27210330,Santo Agostinho,Avenida Alfredo Moreira,346,-22.489925,-44.069045,,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:00:00
Sushival Delivery,RESTAURANT,Comida Japonesa,2.75,5.0,3,false,false,false,false,30,18878484000131,VOLTA REDONDA,21330997,27276300,Vila Santa Cecília,Rua 14,350,-22.517726,-44.106752,18:00:00 - 22:00:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 23:00:00,
Predileto Delivery,RESTAURANT,Açaí,3.36,5.0,5,false,false,false,false,11,22519586000138,VOLTA REDONDA,998340002,27285220,São João Batista,"Rua Padre Diogo Feijó,",73,-22.490286,-44.093417,,12:00:00 - 19:00:00,12:00:00 - 19:00:00,12:00:00 - 19:00:00,12:00:00 - 19:00:00,12:00:00 - 19:00:00,12:00:00 - 17:00:00
Toque De Chefe,RESTAURANT,Lanches,1.47,5.0,2,false,false,false,false,16,23551566000107,VOLTA REDONDA,33482018,27279071,Belo Horizonte,Loja,857,-22.493288,-44.111775,,09:00:00 - 15:00:00,18:00:00 - 23:00:00,08:30:00 - 17:45:00,09:00:00 - 17:45:00,09:00:00 - 17:00:00,09:00:00 - 15:00:00
Bar Do Maluco,RESTAURANT,Comida Brasileira,4.32,5.0,2,true,false,false,true,20,32754359000140,VOLTA REDONDA,40030053,27253550,São Geraldo,R General Andrade Neves,341,-22.515329,-44.086375,11:30:00 - 23:59:00,11:15:00 - 23:59:00,11:00:00 - 15:00:00,11:00:00 - 14:00:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00
Bilu Pastel,RESTAURANT,Pastel,5.79,5.0,1,true,false,false,true,20,12882904000177,VOLTA REDONDA,40030053,27210250,Santo Agostinho,Rua Mil E Dezenove,27,-22.487271,-44.069805,13:00:00 - 22:30:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,10:15:00 - 22:00:00,13:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00
Msalgados Bar E Lanchonete,RESTAURANT,Lanches,7.3,5.0,3,false,false,false,false,25,28459491000152,BARRA MANSA,999558774,27338050,São Luís,Rua José Modesto Mário,35,-22.55893,-44.15466,18:00:00 - 23:45:00,18:00:00 - 23:59:00,,18:30:00 - 23:45:00,18:45:00 - 23:59:00,18:30:00 - 23:45:00,18:00:00 - 23:45:00
Sorveteria E Açaiteria Ss,RESTAURANT,Doces & Bolos,3.61,5.0,2,true,false,false,true,20,33595381000158,VOLTA REDONDA,40030053,27264825,Minerlandia,Rua São João Del Rei,244,-22.531658,-44.121198,,,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00
Chicken In House Vr,RESTAURANT,Frangos,2.74,5.0,3,true,false,false,true,20,31558132000167,VOLTA REDONDA,40030053,27260315,Vila Santa Cecilia,Rua Doze,180,-22.516344,-44.105374,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00
C & M Sorveteria,RESTAURANT,Açaí,0.37,5.0,40,true,false,false,true,20,36531575000188,VOLTA REDONDA,999091956,27275040,Retiro,Avenida Antônio De Almeida,989,-22.500354,-44.121196,,15:00:00 - 21:45:00,15:00:00 - 21:45:00,15:00:00 - 21:45:00,15:00:00 - 21:45:00,14:30:00 - 21:45:00,14:30:00 - 21:00:00
Com Capricho Doceria,RESTAURANT,Doces & Bolos,2.66,5.0,3,true,false,false,true,20,30882312000137,VOLTA REDONDA,998812531,27281660,Retiro,Rua Fernando Ferrari,60,-22.493032,-44.099669,14:30:00 - 23:30:00,22:45:00 - 23:00:00,15:00:00 - 23:30:00,14:00:00 - 23:30:00,15:00:00 - 23:30:00,12:00:00 - 23:30:00,11:00:00 - 23:30:00
Ciganinha Lanches,RESTAURANT,Hambúrguer,4.99,5.0,4,false,false,false,false,20,26918874000116,VOLTA REDONDA,33488367,27251025,Jardim Amália,Rua Cristóvão Colombo,359,-22.508605,-44.077193,,,19:15:00 - 23:00:00,19:15:00 - 23:00:00,19:15:00 - 23:00:00,19:15:00 - 23:00:00,19:15:00 - 23:00:00
Acarioca Sorvetes,RESTAURANT,Sorvetes,5.69,5.0,2,false,false,false,false,30,23850081000114,VOLTA REDONDA,992196032,27250030,ÁGua Limpa,Rua Jasmim,142,-22.505944,-44.069739,01:00:00 - 02:00:00,,,,,04:00:00 - 04:15:00,
Garagem Delivery,RESTAURANT,Lanches,6.19,5.0,8,true,false,false,true,10,31720652000124,BARRA MANSA,34010201,27323440,Ano Bom,Rua São Jorge,370,-22.541433,-44.164104,16:00:00 - 23:00:00,16:00:00 - 23:00:00,18:00:00 - 23:59:00,12:00:00 - 23:00:00,16:00:00 - 23:00:00,11:00:00 - 23:59:00,16:30:00 - 23:59:00
O Melhor Da América - Caldos E Cia,RESTAURANT,Comida Brasileira,4.34,5.0,2,false,false,false,false,13,33606927000129,VOLTA REDONDA,999338421,27253180,Monte Castelo,Rua Trezentos E Trinta,189,-22.522433,-44.090581,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,11:00:00 - 14:00:00
Summer Acai E Sorvetes,RESTAURANT,Açaí,2.08,5.0,2,false,false,false,false,0,29941904000101,VOLTA REDONDA,999324475,27273400,Siderlandia,Rua Vassouras,100,-22.516249,-44.133216,,14:30:00 - 23:30:00,14:15:00 - 23:15:00,14:30:00 - 22:00:00,14:30:00 - 23:15:00,14:30:00 - 23:15:00,14:00:00 - 22:00:00
Jungle Burger,RESTAURANT,Lanches,0.46,5.0,1,false,false,false,false,20,36350309000159,VOLTA REDONDA,999324640,27275690,Retiro,Rua Danilo,18,-22.49934,-44.120081,,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 22:30:00
Manú Lanches,RESTAURANT,Lanches,6.11,5.0,4,false,false,false,false,20,33338213000187,ITATIAIA,992942573,27323405,Ano Bom,Rua Sargento Plauska,306,-22.539134,-44.165681,00:00:00 - 03:30:00,00:00:00 - 03:30:00,00:00:00 - 04:00:00,00:00:00 - 02:45:00,00:00:00 - 23:59:00,00:00:00 - 06:00:00,00:00:00 - 23:59:00
Churrasquinho Da 60,RESTAURANT,Carnes,4.23,5.0,7,true,false,false,true,20,29873348000175,VOLTA REDONDA,40032665,27255600,Sessenta,Rua Trezentos E Vinte E Oito,0,-22.523799,-44.09309,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,,
Squad,RESTAURANT,Lanches,1.99,5.0,7,false,false,false,false,17,29288181000185,VOLTA REDONDA,999040910,27281060,Vila Mury,Avenida Amazonas,480,-22.498584,-44.10522,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,17:00:00 - 23:00:00,
Dj Burg,RESTAURANT,Lanches,5.03,5.0,3,false,false,false,false,10,41927689000181,VOLTA REDONDA,988212953,27212050,Vila Americana,Rua Doutor Guanayr Horst,1013,-22.498353,-44.075718,00:00:00 - 02:30:00,00:00:00 - 02:30:00,20:00:00 - 23:59:00,00:00:00 - 02:30:00,00:00:00 - 02:30:00,00:00:00 - 02:30:00,00:00:00 - 02:30:00
Coffee House,RESTAURANT,Lanches,0.99,5.0,14,true,false,false,true,20,37615669000106,VOLTA REDONDA,33506822,27275600,Vila Mury,Avenida Almirante Adalberto De Barros Nunes,3060,-22.50554,-44.117733,11:30:00 - 13:30:00,11:30:00 - 13:30:00,11:30:00 - 13:30:00,11:30:00 - 13:30:00,11:30:00 - 13:30:00,,
Pizzaria Do Gaúcho,RESTAURANT,Pizza,2.6,5.0,14,false,false,true,false,27,37821617000188,VOLTA REDONDA,32123999,27265060,Conforto,Avenida Nossa Senhora Da Conceição,67,-22.522284,-44.119497,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
T & G Master Burguer,RESTAURANT,Lanches,3.23,5.0,4,false,false,false,false,25,38383652000125,VOLTA REDONDA,32123357,27215630,Aterrado,Avenida Lucas Evangelista De Oliveira Franco,660,-22.504992,-44.093821,18:00:00 - 22:00:00,,,,,,18:00:00 - 22:00:00
ÕSama Sushi,RESTAURANT,Comida Japonesa,2.75,5.0,3,false,false,true,false,20,37355182000123,VOLTA REDONDA,993094242,27273050,Siderlândia,Rua Paraíba Do Sul,120,-22.520855,-44.13784,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 23:00:00
Calzoon - Volta Redonda,RESTAURANT,Salgados,3.68,5.0,4,true,false,false,true,20,38026810000190,VOLTA REDONDA,Sem Número,27253360,Centro,Rua São João,140,-22.513752,-44.092419,10:00:00 - 21:45:00,10:00:00 - 21:45:00,10:00:00 - 21:45:00,10:00:00 - 21:45:00,10:00:00 - 22:00:00,10:00:00 - 14:00:00,18:30:00 - 22:30:00
Garota Do Açaí,RESTAURANT,Açaí,1.87,5.0,6,false,false,false,false,10,39894877000109,VOLTA REDONDA,981120220,27281100,Bom Jesus,Rua Goa,15,-22.497074,-44.106568,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,00:15:00 - 23:59:00,00:00:00 - 23:59:00,09:00:00 - 23:59:00
Pizzaria Brother Massas,RESTAURANT,Pizza,2.48,5.0,13,false,false,false,false,25,39711770000188,VOLTA REDONDA,981002726,27281050,Vila Mury,Avenida Das Camélias,138,-22.499642,-44.100524,18:00:00 - 23:00:00,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Hunger Food & Pub,RESTAURANT,Comida Brasileira,6.58,5.0,2,true,false,false,true,10,25305163000103,BARRA MANSA,30294149,27323210,Ano Bom,Rua João Valiante,132,-22.538241,-44.172804,,,18:30:00 - 23:00:00,18:15:00 - 23:00:00,17:00:00 - 23:45:00,16:00:00 - 23:59:00,15:30:00 - 23:00:00
Chefão Burguer,RESTAURANT,Hambúrguer,0.69,5.0,10,false,false,false,false,10,40347607000167,VOLTA REDONDA,999253309,27277030,Retiro,Estrada Do Norte,283,-22.497595,-44.131033,,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:59:00,17:15:00 - 23:30:00,17:30:00 - 23:30:00,17:15:00 - 23:30:00
Cantina Da Vila,RESTAURANT,Lanches,2.69,5.0,2,true,false,false,true,20,39967577000102,VOLTA REDONDA,40032665,27260140,Vila Santa Cecília,Rua General Oswaldo Pinto Da Veiga,350,-22.517802,-44.107768,,,,,,11:00:00 - 12:00:00,
Lá Massa De Pastel,RESTAURANT,Pastel,2.63,5.0,1,false,false,false,false,15,40483155000140,VOLTA REDONDA,988648729,27273230,Siderlândia,Rua Doze,97,-22.520822,-44.135277,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00
Mr Salgados,RESTAURANT,Salgados,1.8,5.0,5,false,false,false,false,10,40510003000190,VOLTA REDONDA,999617044,27280000,Vila Brasília,Avenida Nova Brasília,200,-22.490754,-44.109695,16:00:00 - 22:00:00,16:00:00 - 22:00:00,16:00:00 - 22:00:00,16:00:00 - 22:00:00,16:00:00 - 22:00:00,16:00:00 - 22:00:00,
Addams Lanches,RESTAURANT,Lanches,1.31,5.0,26,false,false,false,false,10,41729044000134,VOLTA REDONDA,998777714,27276341,Açude Ii,Rua Sete,74,-22.494096,-44.136078,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00
Spack Hamburgueria\sorveteria,RESTAURANT,Açaí,5.81,5.0,2,true,false,false,true,20,40382758000156,VOLTA REDONDA,40032665,27250150,ÁGua Limpa,Rua Rio Negro,242,-22.506774,-44.068725,18:45:00 - 22:45:00,18:45:00 - 22:45:00,,,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00
Oggi Sorvetes - Barra Mansa,RESTAURANT,Sorvetes,6.44,5.0,23,true,false,false,true,10,41736628000137,BARRA MANSA,993052160,27323630,Ano Bom,Rua Dr Jose Maria De Melo Costa,15,-22.540752,-44.1684,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 17:00:00
Brigadeiro Rosa,RESTAURANT,Doces & Bolos,2.9,5.0,4,true,false,false,true,20,42375026000164,VOLTA REDONDA,40030053,27273510,Siderlândia,Rua Cabo Frio,139,-22.522806,-44.136881,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00
Ponto De Encontro Lanchonete,RESTAURANT,Salgados,3.34,5.0,5,true,false,false,true,20,30440903000316,VOLTA REDONDA,40032665,27213270,Aterrado,Avenida Paulo De Frontin,207,-22.510091,-44.094314,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 16:00:00,
New Burguer Vr,RESTAURANT,Lanches,1.39,5.0,7,false,false,false,false,0,43525028000155,VOLTA REDONDA,981715200,27279730,Belo Horizonte,Rua Ana Maurício Alves,44,-22.492237,-44.113334,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:00:00 - 23:30:00
